co2,demand,pv
25,0.198,0
25,0.196,0
25.03448276,0.196,0
25.06896552,0.196,0
25.10344828,0.196,0
25.13793103,0.196,0
25.17241379,0.196,0
25.20689655,0.246,0
25.24137931,0.308,0
25.27586207,0.304,0
25.31034483,0.302,0
25.34482759,0.3,0
25.37931034,0.3,0
25.4137931,0.298,0
25.44827586,0.298,0
25.48275862,0.296,0
25.51724138,0.294,0
25.55172414,0.294,0
25.5862069,0.294,0
25.62068966,0.292,0
25.65517241,0.292,0
25.68965517,0.384,0
25.72413793,0.376,0
25.75862069,0.374,0
25.79310345,0.342,0
25.82758621,0.284,0
25.86206897,0.284,0
25.89655172,0.374,0
25.93103448,0.36,0
25.96551724,0.36,0
26,0.358,0
26,0.356,0
26,0.354,0
26,0.352,0
26,0.35,0
26,0.348,0
26,0.34,0
26,0.276,0
26,0.274,0
26,0.272,0
26,0.272,0
26,0.272,0
26,0.272,0
26,0.272,0
26,0.272,0
26,0.272,0
26,0.27,0
26,0.27,0
26,0.27,0
26,0.27,0
26,0.38,0
26,0.376,0
26,0.372,0
26,0.37,0
26,0.368,0
26,0.368,0
26,0.366,0
26,0.364,0
26,0.364,0
26,0.364,0
26,0.364,0
26,0.364,0
26.06896552,0.364,1.15E-06
26.13793103,0.364,1.15E-06
26.20689655,0.362,1.15E-06
26.27586207,0.36,2.31E-06
26.34482759,0.36,2.31E-06
26.4137931,0.282,3.46E-06
26.48275862,0.266,4.62E-06
26.55172414,0.294,5.77E-06
26.62068966,0.342,8.08E-06
26.68965517,0.342,1.04E-05
26.75862069,0.342,1.27E-05
26.82758621,0.342,1.50E-05
26.89655172,0.34,1.85E-05
26.96551724,0.338,2.08E-05
27.03448276,0.338,2.42E-05
27.10344828,0.338,2.65E-05
27.17241379,0.336,3.00E-05
27.24137931,0.31,3.35E-05
27.31034483,0.266,3.69E-05
27.37931034,0.266,4.04E-05
27.44827586,0.266,4.27E-05
27.51724138,0.264,4.62E-05
27.5862069,0.196,4.85E-05
27.65517241,0.196,0.00036351
27.72413793,0.196,0.002583806
27.79310345,0.196,0.003383528
27.86206897,0.196,0.004239796
27.93103448,0.2,0.005269164
28,0.202,0.005806928
28,0.202,0.006746284
28.13793103,0.26,0.007809118
28.27586207,0.312,0.008607686
28.4137931,0.306,0.0094051
28.55172414,0.304,0.01042062
28.68965517,0.302,0.01190928
28.82758621,0.302,0.01277478
28.96551724,0.3,0.0111938
29.10344828,0.298,0.01108994
29.24137931,0.298,0.01138998
29.37931034,0.296,0.01164386
29.51724138,0.296,0.01186312
29.65517241,0.294,0.0127517
29.79310345,0.294,0.01381338
29.93103448,0.294,0.01249782
30.06896552,0.294,0.01239396
30.20689655,0.294,0.01253244
30.34482759,0.294,0.01264784
30.48275862,0.264,0.01507124
30.62068966,0.264,0.01285556
30.75862069,0.264,0.01293634
30.89655172,0.302,0.01302866
31.03448276,0.34,0.0130979
31.17241379,0.34,0.01316714
31.31034483,0.34,0.02151056
31.44827586,0.34,0.03494312
31.5862069,0.338,0.03578554
31.72413793,0.338,0.0378512
31.86206897,0.336,0.03996302
32,0.336,0.03995148
32,0.33,0.04222486
31.93103448,0.312,0.04371352
31.86206897,0.26,0.04491368
31.79310345,0.258,0.04513294
31.72413793,0.258,0.04723322
31.65517241,0.256,0.04826028
31.5862069,0.258,0.04995666
31.51724138,0.506,0.04988742
31.44827586,1.02,0.0519877
31.37931034,1.11,0.05301476
31.31034483,1.206,0.05490732
31.24137931,1.202,0.05490732
31.17241379,1.204,0.056546
31.10344828,1.23,0.05737688
31.03448276,1.316,0.0596618
30.96551724,1.32,0.06013494
30.89655172,1.32,0.0600657
30.82758621,1.314,0.06226984
30.75862069,1.316,0.0630661
30.68965517,1.324,0.06420856
30.62068966,1.322,0.06327382
30.55172414,1.242,0.06437012
30.48275862,1.408,0.06521254
30.4137931,1.326,0.06596264
30.34482759,1.328,0.06806292
30.27586207,1.06,0.06792444
30.20689655,1.288,0.06799368
30.13793103,0.464,0.06890534
30.06896552,0.37,0.07098254
30,0.454,0.07290972
30,0.448,0.07389062
30.06896552,0.378,0.07592166
30.13793103,0.354,0.07765266
30.20689655,0.394,0.07803348
30.27586207,0.64,0.07867972
30.34482759,0.826,0.07992604
30.4137931,3.48,0.08180706
30.48275862,3.468,0.08352652
30.55172414,1.952,0.0834342
30.62068966,0.818,0.0837804
30.68965517,1.122,0.08514212
30.75862069,1.338,0.08569604
30.82758621,1.33,0.0875309
30.89655172,1.332,0.08698852
30.96551724,1.33,0.08811944
31.03448276,1.326,0.08883492
31.10344828,1.334,0.09153528
31.17241379,1.292,0.0930124
31.24137931,1.27,0.0949742
31.31034483,1.268,0.0962436
31.37931034,1.27,0.0970514
31.44827586,1.266,0.099244
31.51724138,1.262,0.1012058
31.5862069,1.262,0.1033984
31.65517241,1.268,0.1043216
31.72413793,1.27,0.1066296
31.79310345,1.336,0.1070912
31.86206897,1.378,0.1087068
31.93103448,1.442,0.1103224
32,1.666,0.1105532
32,1.66,0.1122842
31.96551724,1.654,0.1126304
31.93103448,1.256,0.112515
31.89655172,1.238,0.1132074
31.86206897,1.234,0.1164386
31.82758621,1.24,0.1190928
31.79310345,1.236,0.1189774
31.75862069,1.238,0.122324
31.72413793,1.246,0.125786
31.68965517,1.244,0.129825
31.65517241,1.238,0.1346718
31.62068966,1.238,0.1391724
31.5862069,1.24,0.143096
31.55172414,1.238,0.1469042
31.51724138,1.168,0.1530204
31.48275862,1.148,0.1590212
31.44827586,1.15,0.1617908
31.4137931,1.04,0.1728692
31.37931034,1.02,0.1755234
31.34482759,1.042,0.1891406
31.31034483,2.114,0.2189138
31.27586207,2.178,0.2985398
31.24137931,1.4,0.366972
31.20689655,2.178,0.3782812
31.17241379,3.614,0.45583
31.13793103,3.628,0.568922
31.10344828,4.122,0.6181978
31.06896552,4.176,0.6362002
31.03448276,3.278,0.6948234
31,3.236,0.7272508
31,3.168,0.785297
31,3.008,0.8214172
31,2.248,0.8425354
31,0.858,0.8763476
31,0.854,0.8814252
31,0.856,0.8863874
31,0.854,0.8910034
31,0.85,0.8958502
31,0.848,0.9013894
31,0.928,0.907621
31,0.966,0.9130448
31,0.964,0.9199688
31,0.958,0.924354
31,0.956,0.931278
31,0.952,0.939356
31,0.954,0.945126
31,0.956,0.950896
31,0.952,0.95782
31,0.952,0.964744
31,0.916,0.96936
31,0.91,0.977438
31,0.94,0.98667
31,0.948,0.995902
31,0.942,1.001672
31,0.944,1.005134
31,0.9,1.010904
31,0.902,1.010904
31,0.868,1.018982
31,0.852,1.024752
31,1.026,1.03283
31,1.154,1.045524
31,1.05,1.05591
31,1.03,1.069758
31,1.046,1.082452
31,1.05,1.226702
31,1.048,1.339794
31,1.506,1.395186
31,2.086,1.435576
31,2.172,1.467888
31,2.164,1.478274
31,2.048,1.485198
31,2.006,1.495584
31,1.922,1.503662
31,1.916,1.512894
31,1.908,1.538282
31,1.916,1.577518
31,1.88,1.62137
31,1.81,1.664068
31,1.806,1.675608
31,1.81,1.681378
31,1.808,1.687148
31,1.8,1.697534
31,1.848,1.750618
31,1.902,1.799086
31,1.898,1.818704
31,1.906,1.831398
31,1.916,1.838322
31,1.896,1.848708
31,1.892,1.855632
31,1.888,1.868326
31,1.892,1.876404
30.96551724,1.888,1.883328
30.93103448,1.892,1.891406
30.89655172,1.846,1.926026
30.86206897,1.822,1.968724
30.82758621,1.808,2.00219
30.79310345,1.796,2.018346
30.75862069,1.802,2.021808
30.72413793,1.804,2.027578
30.68965517,1.792,2.037964
30.65517241,1.752,2.049504
30.62068966,1.748,2.05412
30.5862069,1.79,2.062198
30.55172414,1.79,2.07143
30.51724138,1.784,2.11182
30.48275862,1.784,2.159134
30.44827586,1.782,2.18106
30.4137931,1.762,2.184522
30.37931034,1.676,2.1926
30.34482759,1.692,2.19837
30.31034483,1.706,2.202986
30.27586207,1.7,2.207602
30.24137931,1.686,2.217988
30.20689655,1.678,2.222604
30.17241379,1.672,2.242222
30.13793103,1.672,2.295306
30.10344828,1.64,2.311462
30.06896552,1.468,2.320694
30.03448276,1.642,2.33108
30,1.636,2.335696
30,2.452,2.33685
29.96551724,3.706,2.34262
29.93103448,3.126,2.343774
29.89655172,3.594,2.34839
29.86206897,3.102,2.361084
29.82758621,3.566,2.366854
29.79310345,4.408,2.372624
29.75862069,5.548,2.386472
29.72413793,5.52,2.389934
29.68965517,5.524,2.401474
29.65517241,6.792,2.409552
29.62068966,7.624,2.413014
29.5862069,7.564,2.422246
29.55172414,7.508,2.425708
29.51724138,5.922,2.432632
29.48275862,6.634,2.439556
29.44827586,6.44,2.44648
29.4137931,5.57,2.448788
29.37931034,5.58,2.453404
29.34482759,5.568,2.449942
29.31034483,5.576,2.45225
29.27586207,5.526,2.456866
29.24137931,5.528,2.462636
29.20689655,3.916,2.464944
29.17241379,3.478,2.470714
29.13793103,3.424,2.474176
29.10344828,3.46,2.477638
29.06896552,3.454,2.483408
29.03448276,3.478,2.485716
29,3.474,2.491486
29,3.49,2.49841
29,3.574,2.500718
29,3.554,2.506488
29,3.53,2.508796
29,3.546,2.512258
29,3.5,2.514566
29,2.388,2.518028
29,3.142,2.523798
29,3.436,2.524952
29,3.436,2.528414
29,3.438,2.531876
29,3.434,2.534184
29,3.438,2.541108
29,2.552,2.545724
29,3.13,2.549186
29,3.544,2.551494
29,3.61,2.554956
29,3.614,2.554956
29,2.76,2.558418
29,3.076,2.56188
29,3.56,2.568804
29,3.556,2.575728
29,3.566,2.583806
29,3.096,2.589576
29,2.674,2.587268
29,3.516,2.589576
29,3.512,2.593038
29,3.524,2.598808
29,2.736,2.603424
29,2.964,2.609194
29,3.516,2.612656
29.03448276,3.614,2.616118
29.06896552,3.062,2.61958
29.10344828,2.78,2.621888
29.13793103,3.52,2.620734
29.17241379,3.506,2.621888
29.20689655,3.006,2.620734
29.24137931,2.708,2.624196
29.27586207,3.504,2.624196
29.31034483,3.498,2.624196
29.34482759,2.884,2.624196
29.37931034,2.792,2.626504
29.4137931,3.5,2.628812
29.44827586,3.008,2.629966
29.48275862,2.642,2.63112
29.51724138,3.462,2.633428
29.55172414,3.444,2.638044
29.5862069,2.376,2.647276
29.62068966,3.176,2.649584
29.65517241,3.454,2.653046
29.68965517,2.314,2.656508
29.72413793,3.4,2.658816
29.75862069,3.332,2.662278
29.79310345,2.474,2.669202
29.82758621,3.53,2.67151
29.86206897,2.918,2.67151
29.89655172,2.802,2.669202
29.93103448,3.524,2.669202
29.96551724,2.47,2.668048
30,3.342,2.669202
30,2.226,2.670356
29.96551724,2.046,2.67151
29.93103448,2.722,2.674972
29.89655172,3.808,2.676126
29.86206897,4.13,2.680742
29.82758621,3.528,2.685358
29.79310345,4.352,2.684204
29.75862069,3.306,2.687666
29.72413793,4.326,2.684204
29.68965517,3.32,2.687666
29.65517241,4.32,2.687666
29.62068966,3.348,2.689974
29.5862069,4.268,2.692282
29.55172414,3.382,2.696898
29.51724138,4.078,2.696898
29.48275862,3.33,2.695744
29.44827586,4.206,2.695744
29.4137931,1.724,2.698052
29.37931034,2.038,2.698052
29.34482759,1.11,2.701514
29.31034483,1.886,2.703822
29.27586207,1.228,2.704976
29.24137931,1.816,2.70613
29.20689655,0.58,2.70613
29.17241379,0.47,2.70613
29.13793103,0.504,2.70613
29.10344828,0.466,2.709592
29.06896552,0.504,2.707284
29.03448276,0.462,2.704976
29,0.542,2.70613
29,0.536,2.702668
28.96551724,0.444,2.701514
28.93103448,0.356,2.696898
28.89655172,0.374,2.698052
28.86206897,0.354,2.70036
28.82758621,0.372,2.70036
28.79310345,0.35,2.702668
28.75862069,0.37,2.707284
28.72413793,0.356,2.702668
28.68965517,0.33,2.70613
28.65517241,0.286,2.70613
28.62068966,0.306,2.709592
28.5862069,0.42,2.70613
28.55172414,0.4,2.704976
28.51724138,0.408,2.703822
28.48275862,0.386,2.703822
28.44827586,0.404,2.703822
28.4137931,0.384,2.708438
28.37931034,0.402,2.707284
28.34482759,0.382,2.70613
28.31034483,0.4,2.699206
28.27586207,0.392,2.69459
28.24137931,0.424,2.68882
28.20689655,0.376,2.686512
28.17241379,0.396,2.684204
28.13793103,0.376,2.686512
28.10344828,0.396,2.691128
28.06896552,0.376,2.69459
28.03448276,0.396,2.703822
28,0.348,2.708438
28,0.306,2.703822
28,0.286,2.696898
28,0.306,2.692282
28,0.288,2.693436
28,0.306,2.686512
28,0.288,2.686512
28,0.306,2.68882
28,0.288,2.68882
28,0.39,2.684204
28,0.36,2.674972
28,0.38,2.674972
28,0.36,2.670356
28,0.38,2.664586
28,0.372,2.661124
28,0.36,2.657662
28,0.374,2.655354
28,0.354,2.65997
28,0.354,2.657662
28,0.286,2.670356
28,0.306,2.669202
28,0.286,2.672664
28,0.304,2.673818
28,0.288,2.662278
28,0.308,2.651892
28,0.296,2.644968
28,0.428,2.644968
28,0.382,2.646122
28,0.342,2.646122
28,0.322,2.650738
28,0.338,2.649584
28,0.334,2.64266
28,0.536,2.634582
28,0.522,2.638044
28,0.53,2.635736
28,0.52,2.640352
28,0.528,2.639198
28,0.514,2.629966
28,0.524,2.623042
28,0.51,2.621888
28,0.31,2.626504
28,0.33,2.626504
28,0.31,2.632274
28,0.288,2.62535
28,0.216,2.623042
28,0.238,2.618426
28,0.218,2.606886
28,0.31,2.599962
28,0.294,2.598808
28,0.314,2.595346
28,0.294,2.58496
28,0.312,2.588422
28,0.292,2.59073
28,0.31,2.593038
28,0.292,2.593038
28,0.312,2.594192
28,0.28,2.587268
28,0.246,2.581498
28,0.224,2.578036
28,0.238,2.572266
28,0.218,2.574574
28,0.238,2.565342
28,0.218,2.56188
28,0.236,2.558418
28,0.218,2.549186
28,0.238,2.546878
28,0.218,2.54457
28,0.238,2.539954
28,0.252,2.534184
28,0.334,2.529568
28,0.348,2.520336
28,0.33,2.514566
28,0.346,2.507642
28,0.326,2.501872
28,0.336,2.499564
28,0.316,2.49264
28,0.334,2.48687
28,0.316,2.47533
28,0.332,2.470714
28,0.312,2.46379
28,0.332,2.459174
28,0.312,2.459174
28,0.33,2.456866
28,0.312,2.456866
28,0.332,2.45225
28,0.348,2.448788
28,0.376,2.448788
28,0.302,2.448788
28,0.316,2.443018
28,0.294,2.438402
28,0.312,2.433786
28,0.29,2.430324
28,0.308,2.425708
28,0.288,2.419938
28,0.306,2.415322
28,0.252,2.413014
28,0.236,2.410706
28,0.218,2.402628
28,0.232,2.395704
28,0.232,2.399166
28,0.222,2.401474
28,0.242,2.41186
28,0.218,2.407244
28,0.234,2.18683
28,0.216,2.231836
28,0.236,2.095664
28,0.216,1.6156
28,0.236,1.449424
28,0.216,1.27517
28,0.236,1.301712
28,0.218,1.499046
28,0.274,1.141306
28,0.328,1.48289
28,0.344,1.874096
28,0.32,2.277996
28,0.338,0.792221
28,0.318,0.3505852
28,0.334,0.4553684
28,0.314,0.3683568
28,0.332,0.369857
28,0.312,0.376204
28,0.332,0.399284
28.03448276,0.314,0.5016438
28.06896552,0.332,0.861461
28.10344828,0.388,1.891406
28.13793103,0.408,2.141824
28.17241379,0.388,2.259532
28.20689655,0.406,2.334542
28.24137931,0.394,2.33108
28.27586207,0.368,2.286074
28.31034483,0.31,2.245684
28.34482759,0.29,2.217988
28.37931034,0.308,2.200678
28.4137931,0.29,2.178752
28.44827586,0.238,2.155672
28.48275862,0.218,2.141824
28.51724138,0.238,2.1349
28.55172414,0.218,2.136054
28.5862069,0.236,2.1349
28.62068966,0.216,2.136054
28.65517241,0.236,2.141824
28.68965517,0.218,2.15221
28.72413793,0.238,2.155672
28.75862069,0.218,2.167212
28.79310345,0.236,2.193754
28.82758621,0.218,2.177598
28.86206897,0.238,1.93872
28.89655172,0.218,1.317868
28.93103448,0.238,0.988978
28.96551724,0.28,1.490968
29,0.324,0.8058382
29,0.304,1.230164
29.03448276,0.324,0.8468052
29.06896552,0.304,1.043216
29.10344828,0.344,1.758696
29.13793103,0.412,1.991804
29.17241379,0.432,1.21747
29.20689655,0.408,1.053602
29.24137931,0.426,0.827418
29.27586207,0.416,1.299404
29.31034483,0.41,1.218624
29.34482759,0.42,0.932432
29.37931034,0.43,0.7811426
29.4137931,0.492,0.7410988
29.44827586,0.47,0.726443
29.48275862,0.486,0.7265584
29.51724138,0.464,0.659511
29.55172414,0.482,0.5379948
29.5862069,0.46,0.484103
29.62068966,0.476,0.456984
29.65517241,0.456,0.4370198
29.68965517,0.474,0.4213254
29.72413793,0.388,0.4088622
29.75862069,0.312,0.3965144
29.79310345,0.292,0.3833588
29.82758621,0.312,0.3720496
29.86206897,0.292,0.3631638
29.89655172,0.312,0.3541626
29.93103448,0.292,0.344469
29.96551724,0.31,0.3343138
30,0.292,0.326582
30,0.31,0.3195426
30,0.29,0.3137726
30,0.312,0.3067332
30,0.292,0.2996938
30,0.31,0.2918466
30,0.292,0.286769
30,0.31,0.2826146
30,0.29,0.2788064
30,0.31,0.2760368
30,0.304,0.2719978
30,0.296,0.2673818
30,0.31,0.2629966
30,0.29,0.2586114
30,0.31,0.2557264
30,0.29,0.2501872
30,0.31,0.2464944
30,0.386,0.2431478
30,0.418,0.2376086
30,0.394,0.2297614
30,0.412,0.21926
30,0.392,0.2086432
30,0.498,0.1972186
30,0.466,0.186371
30,0.484,0.1770236
30,0.462,0.1669838
30,0.48,0.158675
30,0.458,0.1489814
30,0.476,0.1409034
30,0.454,0.1335178
30,0.472,0.126363
30,0.45,0.1202468
30,0.402,0.1132074
30,0.382,0.1085914
30,0.388,0.1052448
30,0.288,0.1020136
30,0.31,0.0999364
30,0.29,0.0973976
30,0.31,0.0948588
30,0.292,0.0941664
30,0.236,0.0925508
30,0.24,0.09167376
30,0.222,0.09124678
30,0.238,0.09218152
30,0.218,0.0933586
30,0.238,0.0932432
30,0.22,0.09146604
30,0.238,0.0908775
30,0.22,0.09188148
30,0.238,0.0942818
30,0.218,0.0979746
30,0.238,0.1042062
30,0.22,0.1114764
30,0.24,0.117131
30,0.222,0.1230164
30,0.24,0.1285556
30,0.222,0.1314406
30,0.244,0.1345564
30,0.22,0.1375568
30,0.3,0.139057
30,0.33,0.139634
30,0.416,0.1409034
30.03448276,0.4,0.1405572
30.06896552,0.416,0.1377876
30.10344828,0.394,0.1336332
30.13793103,0.412,0.1300558
30.17241379,0.39,0.1276324
30.20689655,0.406,0.1265938
30.24137931,0.384,0.1241704
30.27586207,0.402,0.1224394
30.31034483,0.392,0.1202468
30.34482759,0.336,0.1195544
30.37931034,0.332,0.118285
30.4137931,0.312,0.1164386
30.44827586,0.332,0.1172464
30.48275862,0.312,0.1174772
30.51724138,0.332,0.1179388
30.55172414,0.252,0.1195544
30.5862069,0.238,0.1197852
30.62068966,0.218,0.1204776
30.65517241,0.24,0.1210546
30.68965517,0.22,0.121747
30.72413793,0.238,0.1224394
30.75862069,0.218,0.1227856
30.79310345,0.238,0.1249782
30.82758621,0.218,0.1254398
30.86206897,0.238,0.127517
30.89655172,0.25,0.1284402
30.93103448,0.494,0.1300558
30.96551724,0.512,0.129248
31,0.51,0.128094
31,0.594,0.1274016
31,0.616,0.127517
31,0.67,0.1254398
31,2.344,0.1248628
31,2.368,0.1224394
31,2.028,0.12117
31,2.412,0.1192082
31,1.874,0.1175926
31,2.384,0.1169002
31,2.446,0.1160924
31,2.456,0.1135536
31,2.542,0.1118226
31,2.556,0.1120534
31,2.532,0.1115918
31,2.548,0.1091684
31,2.532,0.1066296
31,2.542,0.1057064
31,2.148,0.1037446
31,1.566,0.101552
31,2.458,0.098667
31,1.706,0.0956666
31,1.852,0.0941664
31,2.468,0.09010432
31,2.458,0.08601916
31,2.466,0.08226866
31,2.464,0.08004144
31,2.478,0.07608322
31,1.524,0.07326746
31,2.046,0.0688938
31,1.744,0.0657203
31,1.666,0.06065424
30.96551724,2.092,0.05699606
30.93103448,1.312,0.05257624
30.89655172,1.712,0.04988742
30.86206897,1.688,0.04722168
30.82758621,1.41,0.04382892
30.79310345,1.992,0.04219024
30.75862069,1.19,0.03980146
30.72413793,2.204,0.03768964
30.68965517,2.186,0.03504698
30.65517241,1.218,0.03465462
30.62068966,1.982,0.03234662
30.5862069,1.442,0.03025788
30.55172414,1.626,0.03003862
30.51724138,1.804,0.03003862
30.48275862,1.266,0.0279845
30.44827586,1.766,0.02754598
30.4137931,1.416,0.02754598
30.37931034,1.72,0.02732672
30.34482759,1.82,0.02503026
30.31034483,1.484,0.02338004
30.27586207,1.728,0.02044888
30.24137931,1.886,0.01409034
30.20689655,1.488,0.01387108
30.17241379,1.684,0.01364028
30.13793103,0.782,0.01334024
30.10344828,1.468,0.01295942
30.06896552,2.118,0.0128671
30.03448276,2.128,0.01377876
30,1.338,0.01276324
30,2.138,0.0111938
30,1.264,0.0099821
30,2.64,0.00797414
30,1.794,0.0081357
30,1.866,0.006742822
30,2.334,0.005615364
30,2.162,0.004977202
30,1.292,0.004156708
30,1.91,0.00286192
30,0.668,5.19E-05
30,0.562,4.96E-05
30,0.582,4.73E-05
30,0.5,4.50E-05
30,0.49,4.27E-05
30,0.468,4.04E-05
30,0.486,3.81E-05
30,0.466,3.58E-05
30,0.388,3.35E-05
30,0.336,3.23E-05
30,0.356,3.00E-05
30,0.336,2.77E-05
30,0.356,2.54E-05
30,0.336,2.31E-05
30,0.902,1.96E-05
30,1.428,1.85E-05
30,1.428,1.62E-05
30,1.402,1.38E-05
30,1.464,1.15E-05
30,1.476,9.23E-06
30,1.476,6.92E-06
30,1.48,5.77E-06
29.96551724,1.456,3.46E-06
29.93103448,1.476,3.46E-06
29.89655172,1.458,2.31E-06
29.86206897,1.48,2.31E-06
29.82758621,1.46,1.15E-06
29.79310345,1.494,1.15E-06
29.75862069,1.66,1.15E-06
29.72413793,1.648,1.15E-06
29.68965517,1.62,0
29.65517241,1.632,0
29.62068966,1.602,0
29.5862069,1.63,0
29.55172414,1.616,0
29.51724138,1.634,0
29.48275862,1.612,0
29.44827586,1.628,0
