co2,demand,pv
127.4,0.3681,0
128,0.376875,0
128.6,0.380666667,0
129.2,0.37695,0
129.8,0.37365,0
130.4,0.371166667,0
131,0.36675,0
131.6,0.363166667,0
132.2,0.35895,0
132.8,0.3576,0
133.4,0.3546,0
134,0.353,0
134.6,0.3504,0
135.2,0.347,0
135.8,0.344833333,0
136.4,0.3441,0
137,0.344,0
137.6,0.34275,0
138.2,0.342,0
138.8,0.3405,0
139.4,0.33855,0
140,0.3385,0
140.2333333,0.33855,0
140.4666667,0.33795,0
140.7,0.33645,0
140.9333333,0.336666667,0
141.1666667,0.308333333,0
141.4,0.25605,0
141.6333333,0.256333333,0
141.8666667,0.2562,0
142.1,0.25665,0
142.3333333,0.25665,0
142.5666667,0.256333333,0
142.8,0.25665,0
143.0333333,0.2559,0
143.2666667,0.256833333,0
143.5,0.25545,0
143.7333333,0.2565,0
143.9666667,0.2565,0
144.2,0.2565,0
144.4333333,0.2565,0
144.6666667,0.2555625,0
144.9,0.2555,0
145.1333333,0.258333333,0
145.3666667,0.2595,0
145.6,0.25875,0
145.8333333,0.2595,0
146.0666667,0.25755,0
146.3,0.2589,0
146.5333333,0.2583,0
146.7666667,0.259166667,0
147,0.26145,0
147.3666667,0.26055,0
147.7333333,0.26265,0
148.1,0.2605,0
148.4666667,0.26085,0
148.8333333,0.25995,0
149.2,0.258333333,0
149.5666667,0.28785,0
149.9333333,0.35235,0
150.3,0.34185,0
150.6666667,0.345833333,0
151.0333333,0.35085,0
151.4,0.35355,0
151.7666667,0.3531,0
152.1333333,0.35385,0
152.5,0.353666667,0
152.8666667,0.35025,0
153.2333333,0.34755,0
153.6,0.34665,0
153.9666667,0.345333333,0
154.3333333,0.3501,0
154.7,0.3465,0
155.0666667,0.34785,0
155.4333333,0.347166667,0
155.8,0.34395,0
156.1666667,0.34305,0
156.5333333,0.34635,0
156.9,0.345166667,0
157.2666667,0.34725,0
157.6333333,0.3471,0
158,0.3501,0
158.7666667,0.353666667,0
159.5333333,0.35325,0
160.3,0.3489,0
161.0666667,0.3475,0
161.8333333,0.3426,0
162.6,0.340333333,0
163.3666667,0.32925,0
164.1333333,0.2565,0
164.9,0.2574,0
165.6666667,0.25785,0
166.4333333,0.2583,0
167.2,0.257833333,0
167.9666667,0.257,0
168.7333333,0.257,0
169.5,0.25695,0
170.2666667,0.2574,0
171.0333333,0.258166667,0
171.8,0.25755,0
172.5666667,0.2568,0
173.3333333,0.2565,0
174.1,0.2565,0
174.8666667,0.256833333,0
175.6333333,0.2568,0
176.4,0.2595,0
177.1666667,0.258166667,0
177.9333333,0.25755,0
178.7,0.258166667,0
179.4666667,0.25725,0
180.2333333,0.256666667,0
181,0.25875,0
181.8333333,0.25815,0
182.6666667,0.2586,0
183.5,0.258166667,0
184.3333333,0.2583,0
185.1666667,0.258,0
186,0.2553,0
186.8333333,0.255,0
187.6666667,0.25425,0
188.5,0.2545,0
189.3333333,0.25515,0
190.1666667,0.254833333,0
191,0.255666667,0
191.8333333,0.2574,0
192.6666667,0.2559,0
193.5,0.2592,0
194.3333333,0.257833333,0
195.1666667,0.2585,0
196,0.2586,0
196.8333333,0.2574,0
197.6666667,0.2575,0
198.5,0.2595,0
199.3333333,0.2586,0
200.1666667,0.3579375,0
201,0.3441,0
201.8333333,0.3468,0
202.6666667,0.3441,0
203.5,0.3432,0
204.3333333,0.3425,0
205.1666667,0.3414,0
206,0.339,0
207.1333333,0.33825,1.00E-06
208.2666667,0.336666667,1.00E-06
209.4,0.29715,1.00E-06
210.5333333,0.25665,2.00E-06
211.6666667,0.2568,2.00E-06
212.8,0.2574,3.00E-06
213.9333333,0.25725,4.00E-06
215.0666667,0.258666667,5.00E-06
216.2,0.25905,7.00E-06
217.3333333,0.25665,9.00E-06
218.4666667,0.258,1.10E-05
219.6,0.25845,1.30E-05
220.7333333,0.2559,1.60E-05
221.8666667,0.256,1.80E-05
223,0.25605,2.10E-05
224.1333333,0.25425,2.30E-05
225.2666667,0.25485,2.60E-05
226.4,0.25515,2.90E-05
227.5333333,0.256833333,3.20E-05
228.6666667,0.25395,3.50E-05
229.8,0.2553,3.70E-05
230.9333333,0.256333333,4.00E-05
232.0666667,0.25605,4.20E-05
233.2,0.2559,0.000315
234.3333333,0.255833333,0.002239
235.4666667,0.2769,0.002932
236.6,0.33915,0.003674
237.7333333,0.3378,0.004566
238.8666667,0.3501,0.005032
240,0.349,0.005846
240.4333333,0.34305,0.006767
240.8666667,0.3384,0.007459
241.3,0.327666667,0.00815
241.7333333,0.3411,0.00903
242.1666667,0.3228,0.01032
242.6,0.3123,0.01107
243.0333333,0.3095,0.0097
243.4666667,0.3399,0.00961
243.9,0.33405,0.00987
244.3333333,0.315214286,0.01009
244.7666667,0.33375,0.01028
245.2,0.3585,0.01105
245.6333333,0.444,0.01197
246.0666667,0.424166667,0.01083
246.5,0.41475,0.01074
246.9333333,0.41175,0.01086
247.3666667,0.405166667,0.01096
247.8,0.40695,0.01306
248.2333333,0.3756,0.01114
248.6666667,0.3447,0.01121
249.1,0.3462,0.01129
249.5333333,0.344166667,0.01135
249.9666667,0.34485,0.01141
250.4,0.34455,0.01864
250.8333333,0.342833333,0.03028
251.2666667,0.34365,0.03101
251.7,0.34005,0.0328
252.1333333,0.3375,0.03463
252.5666667,0.336833333,0.03462
253,0.337166667,0.03659
252.9,0.336,0.03788
252.8,0.336666667,0.03892
252.7,0.3381,0.03911
252.6,0.33795,0.04093
252.5,0.337666667,0.04182
252.4,0.342,0.04329
252.3,0.3396,0.04323
252.2,0.336,0.04505
252.1,0.336666667,0.04594
252,0.33345,0.04758
251.9,0.3333,0.04758
251.8,0.333666667,0.049
251.7,0.3231,0.04972
251.6,0.25125,0.0517
251.5,0.2475,0.05211
251.4,0.251333333,0.05205
251.3,0.25185,0.05396
251.2,0.2526,0.05465
251.1,0.3201,0.05564
251,0.379,0.05483
250.9,1.6966875,0.05578
250.8,3.92175,0.05651
250.7,0.3725,0.05716
250.6,0.380833333,0.05898
250.5,0.38085,0.05886
250.4,0.3795,0.05892
250.3,0.653833333,0.05971
250.2,2.90775,0.06151
250.1,2.9225,0.06318
250,2.415,0.06403
250.0333333,0.3801,0.06579
250.0666667,0.3815,0.06729
250.1,0.37245,0.06762
250.1333333,0.3738,0.06818
250.1666667,0.379666667,0.06926
250.2,3.084333333,0.07089
250.2333333,1.68225,0.07238
250.2666667,0.36795,0.0723
250.3,0.37095,0.0726
250.3333333,1.9636875,0.07378
250.3666667,2.922642857,0.07426
250.4,2.922375,0.07585
250.4333333,0.645,0.07538
250.4666667,0.3753,0.07636
250.5,0.369833333,0.07698
250.5333333,0.3678,0.07932
250.5666667,0.37395,0.0806
250.6,0.3735,0.0823
250.6333333,0.3819,0.0834
250.6666667,0.37155,0.0841
250.7,0.87135,0.086
250.7333333,2.055,0.0877
250.7666667,0.37605,0.0896
250.8,0.375,0.0904
250.8333333,0.372,0.0924
250.8666667,0.370833333,0.0928
250.9,0.3717,0.0942
250.9333333,0.37575,0.0956
250.9666667,0.371333333,0.0958
251,0.3765,0.0973
250.7666667,0.37545,0.0976
250.5333333,0.4734,0.0975
250.3,0.4851,0.0981
250.0666667,0.482666667,0.1009
249.8333333,0.4956,0.1032
249.6,0.4929,0.1031
249.3666667,0.335666667,0.106
249.1333333,0.3315,0.109
248.9,0.3372,0.1125
248.6666667,0.34335,0.1167
248.4333333,0.342666667,0.1206
248.2,0.5145,0.124
247.9666667,0.5598,0.1273
247.7333333,0.624333333,0.1326
247.5,0.6156,0.1378
247.2666667,0.6165,0.1402
247.0333333,0.61005,0.1498
246.8,0.607833333,0.1521
246.5666667,0.6027,0.1639
246.3333333,0.6021,0.1897
246.1,0.74445,0.2587
245.8666667,2.6375,0.318
245.6333333,1.608,0.3278
245.4,1.271571429,0.395
245.1666667,1.280333333,0.493
244.9333333,1.151571429,0.5357
244.7,1.7451,0.5513
244.4666667,1.227214286,0.6021
244.2333333,1.187666667,0.6302
244,0.82215,0.6805
243.7333333,0.604125,0.7118
243.4666667,0.59655,0.7301
243.2,0.5982,0.7594
242.9333333,0.5915,0.7638
242.6666667,0.54645,0.7681
242.4,0.49815,0.7721
242.1333333,0.4944,0.7763
241.8666667,0.489,0.7811
241.6,0.6426,0.7865
241.3333333,0.64125,0.7912
241.0666667,0.6327,0.7972
240.8,0.63705,0.801
240.5333333,0.643166667,0.807
240.2666667,0.6402,0.814
240,0.64755,0.819
239.7333333,0.63915,0.824
239.4666667,0.6387,0.83
239.2,0.642166667,0.836
238.9333333,0.5595,0.84
238.6666667,0.50865,0.847
238.4,0.50565,0.855
238.1333333,0.506666667,0.863
237.8666667,0.50565,0.868
237.6,0.5037,0.871
237.3333333,0.49845,0.876
237.0666667,0.499833333,0.876
236.8,0.49995,0.883
236.5333333,0.4983,0.888
236.2666667,0.496833333,0.895
236,0.4977,0.906
235.9,0.49785,0.915
235.8,0.4995,0.927
235.7,0.496833333,0.938
235.6,0.49725,1.063
235.5,0.4941,1.161
235.4,0.4935,1.209
235.3,0.49545,1.244
235.2,0.49185,1.272
235.1,0.4968,1.281
235,0.4955,1.287
234.9,0.4884,1.296
234.8,0.487333333,1.303
234.7,0.484666667,1.311
234.6,0.5805,1.333
234.5,0.5802,1.367
234.4,0.5598,1.405
234.3,0.551,1.442
234.2,0.54855,1.452
234.1,0.549,1.457
234,0.54075,1.462
233.9,0.578666667,1.471
233.8,0.6005,1.517
233.7,0.6075,1.559
233.6,0.5454375,1.576
233.5,0.51435,1.587
233.4,0.50805,1.593
233.3,0.50925,1.602
233.2,0.508333333,1.608
233.1,0.5088,1.619
233,0.5115,1.626
232.9666667,0.506333333,1.632
232.9333333,0.525,1.639
232.9,0.5235,1.669
232.8666667,0.5184,1.706
232.8333333,0.51285,1.735
232.8,0.516666667,1.749
232.7666667,0.51375,1.752
232.7333333,0.5112,1.757
232.7,0.51525,1.766
232.6666667,0.512333333,1.776
232.6333333,0.51045,1.78
232.6,0.51105,1.787
232.5666667,0.51015,1.795
232.5333333,0.5232,1.83
232.5,0.6165,1.871
232.4666667,0.6027,1.89
232.4333333,0.60705,1.893
232.4,0.606833333,1.9
232.3666667,0.60915,1.905
232.3333333,0.60465,1.909
232.3,0.61125,1.913
232.2666667,0.608833333,1.922
232.2333333,0.6102,1.926
232.2,0.6066,1.943
232.1666667,0.605333333,1.989
232.1333333,0.6063,2.003
232.1,2.42565,2.011
232.0666667,4.1845,2.02
232.0333333,1.69755,2.024
232,0.601666667,2.025
231.7666667,0.6018,2.03
231.5333333,0.59685,2.031
231.3,0.61065,2.035
231.0666667,0.601833333,2.046
230.8333333,0.6018,2.051
230.6,0.603,2.056
230.3666667,0.601833333,2.068
230.1333333,0.60165,2.071
229.9,0.60195,2.081
229.6666667,0.6051,2.088
229.4333333,0.603166667,2.091
229.2,0.60345,2.099
228.9666667,0.6015,2.102
228.7333333,0.5997,2.108
228.5,0.594333333,2.114
228.2666667,0.57225,2.12
228.0333333,0.49995,2.122
227.8,0.49755,2.126
227.5666667,0.502666667,2.123
227.3333333,0.49875,2.125
227.1,0.5019,2.129
226.8666667,0.5019,2.134
226.6333333,0.513833333,2.136
226.4,0.50925,2.141
226.1666667,0.50145,2.144
225.9333333,0.50145,2.147
225.7,0.499928571,2.152
225.4666667,0.4978125,2.154
225.2333333,0.5007,2.159
225,0.504,2.165
224.7333333,0.5065,2.167
224.4666667,0.5085,2.172
224.2,0.5133,2.174
223.9333333,0.5121,2.177
223.6666667,0.506666667,2.179
223.4,0.507666667,2.182
223.1333333,0.50865,2.187
222.8666667,0.51,2.188
222.6,0.5095,2.191
222.3333333,0.50745,2.194
222.0666667,3.6935625,2.196
221.8,3.4011,2.202
221.5333333,0.520833333,2.206
221.2666667,0.7413,2.209
221,0.9747,2.211
220.7333333,4.244666667,2.214
220.4666667,6.2886,2.214
220.2,6.294375,2.217
219.9333333,3.81725,2.22
219.6666667,3.7025625,2.226
219.4,3.90425,2.232
219.1333333,3.605357143,2.239
218.8666667,2.7984,2.244
218.6,1.324166667,2.242
218.3333333,1.1769,2.244
218.0666667,1.081833333,2.247
217.8,1.104375,2.252
217.5333333,1.301571429,2.256
217.2666667,2.797666667,2.261
217,1.122,2.264
216.9666667,1.064571429,2.267
216.9333333,1.311214286,2.27
216.9,1.14765,2.272
216.8666667,1.0911,2.271
216.8333333,2.47725,2.272
216.8,1.032666667,2.271
216.7666667,1.211666667,2.274
216.7333333,1.0485,2.274
216.7,1.0734,2.274
216.6666667,1.0653,2.274
216.6333333,1.823785714,2.276
216.6,1.0104,2.278
216.5666667,1.014,2.279
216.5333333,1.192833333,2.28
216.5,0.97155,2.282
216.4666667,1.00065,2.286
216.4333333,1.00305,2.294
216.4,1.171166667,2.296
216.3666667,0.950166667,2.299
216.3333333,0.98925,2.302
216.3,1.05945,2.304
216.2666667,1.1082,2.307
216.2333333,1.2485625,2.313
216.2,1.1712,2.315
216.1666667,1.086666667,2.315
216.1333333,1.281375,2.313
216.1,0.7255,2.313
216.0666667,0.80355,2.312
216.0333333,0.6246,2.313
216,0.7235,2.314
215.9666667,0.7077,2.315
215.9333333,0.7326,2.318
215.9,0.790333333,2.319
215.8666667,0.7266,2.323
215.8333333,0.8556,2.327
215.8,0.6894,2.326
215.7666667,0.939333333,2.329
215.7333333,1.108875,2.326
215.7,0.985071429,2.329
215.6666667,1.227428571,2.329
215.6333333,1.4841,2.331
215.6,1.263,2.333
215.5666667,0.9045,2.337
215.5333333,0.80955,2.337
215.5,0.75015,2.336
215.4666667,0.8214375,2.336
215.4333333,0.913875,2.338
215.4,0.58125,2.338
215.3666667,0.7713,2.341
215.3333333,1.2403125,2.343
215.3,1.2605,2.344
215.2666667,1.32625,2.345
215.2333333,1.160666667,2.345
215.2,1.032642857,2.345
215.1666667,0.9765,2.345
215.1333333,0.695,2.348
215.1,0.64425,2.346
215.0666667,0.63165,2.344
215.0333333,0.993333333,2.345
215,0.95685,2.342
215,0.9375,2.341
215,0.78555,2.337
215,0.7305,2.338
215,0.9465,2.34
215,1.17285,2.34
215,1.155,2.342
215,0.7131,2.346
215,0.57555,2.342
215,0.5199,2.345
215,0.509666667,2.345
215,0.5131875,2.348
215,0.519,2.345
215,0.5088,2.344
215,0.50655,2.343
215,0.50955,2.343
215,0.5090625,2.343
215,0.6066,2.347
215,0.60615,2.346
215,0.60615,2.345
215,0.5515,2.339
215,0.5523,2.335
215,0.5625,2.33
215,0.56685,2.328
215,0.5517,2.326
215,0.547285714,2.328
215,0.547833333,2.332
215,0.516,2.335
215,0.45675,2.343
215,0.4524,2.347
215,0.45705,2.343
214.9666667,0.510166667,2.337
214.9333333,0.5109,2.333
214.9,0.51345,2.334
214.8666667,0.4719,2.328
214.8333333,0.4599,2.328
214.8,0.4595,2.33
214.7666667,0.459,2.33
214.7333333,0.4563,2.326
214.7,0.45855,2.318
214.6666667,0.4551,2.318
214.6333333,0.4527,2.314
214.6,0.458333333,2.309
214.5666667,0.45495,2.306
214.5333333,0.4857,2.303
214.5,0.51015,2.301
214.4666667,0.51075,2.305
214.4333333,0.49935,2.303
214.4,0.4580625,2.314
214.3666667,0.451833333,2.313
214.3333333,0.44895,2.316
214.3,0.46065,2.317
214.2666667,0.46005,2.307
214.2333333,0.460833333,2.298
214.2,0.4605,2.292
214.1666667,0.46095,2.292
214.1333333,0.465166667,2.293
214.1,0.4611,2.293
214.0666667,0.45705,2.297
214.0333333,0.4623,2.296
214,0.509166667,2.29
214.0333333,0.51465,2.283
214.0666667,0.51165,2.286
214.1,0.510642857,2.284
214.1333333,0.511666667,2.288
214.1666667,0.51255,2.287
214.2,0.5133,2.279
214.2333333,0.51195,2.273
214.2666667,0.517833333,2.272
214.3,0.5121,2.276
214.3333333,0.46245,2.276
214.3666667,0.4641,2.281
214.4,0.4638,2.275
214.4333333,0.4645,2.273
214.4666667,0.46095,2.269
214.5,0.4602,2.259
214.5333333,0.464166667,2.253
214.5666667,0.5395,2.252
214.6,0.56325,2.249
214.6333333,0.558,2.24
214.6666667,0.555,2.243
214.7,0.559166667,2.245
214.7333333,0.5517,2.247
214.7666667,0.6125625,2.247
214.8,0.6075,2.248
214.8333333,0.61035,2.242
214.8666667,0.6015,2.237
214.9,0.603166667,2.234
214.9333333,0.6048,2.229
214.9666667,0.6063,2.231
215,0.60915,2.223
215,0.60825,2.22
215,0.6080625,2.217
215,0.610666667,2.209
215,0.611666667,2.207
215,0.6096,2.205
215,0.6096,2.201
215,0.613333333,2.196
215,0.62385,2.192
215,0.6255,2.184
215,0.5775,2.179
215,0.584833333,2.173
215,0.582,2.168
215,0.5649,2.166
215,0.5645,2.16
215,0.564,2.155
215,0.546,2.145
215,0.5559,2.141
215,0.644833333,2.135
215,0.61395,2.131
215,0.5787,2.131
215,0.59325,2.129
215,0.586,2.129
215,0.57405,2.125
215,0.57735,2.122
215,0.56805,2.122
215,0.5847,2.122
215,0.5745,2.117
215,0.472166667,2.113
215,1.91175,2.109
215,2.914125,2.106
214.8333333,2.8896,2.102
214.6666667,1.7458125,2.097
214.5,0.53445,2.093
214.3333333,0.5031,2.091
214.1666667,0.472833333,2.089
214,0.48075,2.082
213.8333333,0.46935,2.076
213.6666667,0.47355,2.079
213.5,0.47265,2.081
213.3333333,0.480833333,2.09
213.1666667,1.914,2.086
213,4.02825,1.895
212.8333333,0.4803,1.934
212.6666667,0.47505,1.816
212.5,0.465833333,1.4
212.3333333,0.466,1.256
212.1666667,0.46935,1.105
212,0.435166667,1.128
211.8333333,0.5205,1.299
211.6666667,0.572666667,0.989
211.5,0.56895,1.285
211.3333333,0.5733,1.624
211.1666667,0.57555,1.974
211,0.56775,0.6865
210.8333333,0.56745,0.3038
210.6666667,0.5645,0.3946
210.5,0.5643,0.3192
210.3333333,0.5646,0.3205
210.1666667,0.5589,0.326
210,0.5658,0.346
210,0.56685,0.4347
210,0.564,0.7465
210,0.56895,1.639
210,0.567166667,1.856
210,0.567,1.958
210,0.5658,2.023
210,0.564,2.02
210,0.564833333,1.981
210,0.565,1.946
210,0.56595,1.922
210,0.566166667,1.907
210,0.57345,1.888
210,0.57825,1.868
210,0.57375,1.856
210,0.57285,1.85
210,0.5682,1.851
210,0.55965,1.85
210,0.55965,1.851
210,0.5601,1.856
210,0.556666667,1.865
210,0.55215,1.868
210,0.4866,1.878
210,0.46035,1.901
210,0.46455,1.887
210,0.466333333,1.68
210,0.46125,1.142
210,0.4608,0.857
210,0.46425,1.292
210,0.4623,0.6983
210,0.46455,1.066
210.5666667,0.462333333,0.7338
211.1333333,0.463833333,0.904
211.7,0.4638,1.524
212.2666667,0.46605,1.726
212.8333333,0.46485,1.055
213.4,0.46695,0.913
213.9666667,0.463166667,0.717
214.5333333,0.46275,1.126
215.1,0.51105,1.056
215.6666667,0.51705,0.808
216.2333333,0.50775,0.6769
216.8,0.4625,0.6422
217.3666667,0.466166667,0.6295
217.9333333,0.46665,0.6296
218.5,0.46575,0.5715
219.0666667,0.47145,0.4662
219.6333333,0.46995,0.4195
220.2,0.468375,0.396
220.7666667,0.46845,0.3787
221.3333333,0.4683,0.3651
221.9,0.4668,0.3543
222.4666667,0.4728,0.3436
223.0333333,0.480333333,0.3322
223.6,0.46485,0.3224
224.1666667,0.4731,0.3147
224.7333333,0.47145,0.3069
225.3,0.46665,0.2985
225.8666667,0.4775,0.2897
226.4333333,0.46845,0.283
227,0.4656,0.2769
227.5,0.4773,0.2719
228,0.4833,0.2658
228.5,0.4764375,0.2597
229,0.4775,0.2529
229.5,0.474,0.2485
230,0.589166667,0.2449
230.5,0.569333333,0.2416
231,0.57045,0.2392
231.5,0.5703,0.2357
232,0.5655,0.2317
232.5,0.598833333,0.2279
233,0.616333333,0.2241
233.5,0.6141,0.2216
234,0.56655,0.2168
234.5,0.55875,0.2136
235,0.51165,0.2107
235.5,0.46845,0.2059
236,0.47205,0.1991
236.5,0.462166667,0.19
237,0.46005,0.1808
237.5,0.46245,0.1709
238,0.4638,0.1615
238.5,0.4695,0.1534
239,0.4686,0.1447
239.5,0.474,0.1375
240,0.46305,0.1291
240.5,0.4647,0.1221
241,0.47115,0.1157
241.5,0.4584,0.1095
242,0.460166667,0.1042
242.2,0.4641,0.0981
242.4,0.4641,0.0941
242.6,0.46245,0.0912
242.8,0.467666667,0.0884
243,0.4617,0.0866
243.2,0.470833333,0.0844
243.4,0.46845,0.0822
243.6,0.471,0.0816
243.8,0.469875,0.0802
244,0.5765,0.07944
244.2,0.565333333,0.07907
244.4,0.5625,0.07988
244.6,0.563666667,0.0809
244.8,0.56625,0.0808
245,0.565166667,0.07926
245.2,0.568333333,0.07875
245.4,0.56955,0.07962
245.6,0.56475,0.0817
245.8,0.567,0.0849
246,0.564,0.0903
246.2,0.5694,0.0966
246.4,0.56925,0.1015
246.6,0.5673,0.1066
246.8,0.572,0.1114
247,0.570666667,0.1139
247.2,0.57165,0.1166
247.4,0.5748,0.1192
247.6,0.56685,0.1205
247.8,0.571833333,0.121
248,0.573333333,0.1221
248,0.574166667,0.1218
248,0.620833333,0.1194
248,0.57885,0.1158
248,0.57795,0.1127
248,0.580833333,0.1106
248,0.62325,0.1097
248,0.68865,0.1076
248,0.6921,0.1061
248,0.70875,0.1042
248,0.5945,0.1036
248,0.583333333,0.1025
248,0.58485,0.1009
248,0.58065,0.1016
248,0.5649,0.1018
248,0.56205,0.1022
248,0.564666667,0.1036
248,0.5583,0.1038
248,0.5715,0.1044
248,0.5505,0.1049
248,0.518833333,0.1055
248,0.521166667,0.1061
248,0.5214,0.1064
248,0.512333333,0.1083
248,0.5088,0.1087
248,0.5125,0.1105
248,0.5112,0.1113
248,0.50445,0.1127
248,0.4542,0.112
248,0.3159,0.111
248,0.37335,0.1104
247.9333333,0.316,0.1105
247.8666667,0.2577,0.1087
247.8,0.2814,0.1082
247.7333333,0.33405,0.1061
247.6666667,0.30795,0.105
247.6,0.256,0.1033
247.5333333,0.25965,0.1019
247.4666667,0.2592,0.1013
247.4,0.257166667,0.1006
247.3333333,0.24135,0.0984
247.2666667,0.24135,0.0969
247.2,0.241833333,0.0971
247.1333333,0.2415,0.0967
247.0666667,0.241125,0.0946
247,0.24105,0.0924
246.9333333,0.2412,0.0916
246.8666667,0.2395,0.0899
246.8,0.24165,0.088
246.7333333,0.2436,0.0855
246.6666667,0.24135,0.0829
246.6,0.24165,0.0816
246.5333333,0.2415,0.07808
246.4666667,0.238833333,0.07454
246.4,0.26115,0.07129
246.3333333,0.3271875,0.06936
246.2666667,0.31995,0.06593
246.2,0.3195,0.06349
246.1333333,0.318333333,0.0597
246.0666667,0.31875,0.05695
246,0.32085,0.05256
245.9666667,0.31935,0.04939
245.9333333,0.32085,0.04556
245.9,0.318333333,0.04323
245.8666667,0.3165,0.04092
245.8333333,0.25665,0.03798
245.8,0.24225,0.03656
245.7666667,0.240333333,0.03449
245.7333333,0.23685,0.03266
245.7,0.2406,0.03037
245.6666667,0.51495,0.03003
245.6333333,0.54315,0.02803
245.6,0.5517,0.02622
245.5666667,0.699833333,0.02603
245.5333333,0.7512,0.02603
245.5,0.7557,0.02425
245.4666667,0.771666667,0.02387
245.4333333,0.759333333,0.02387
245.4,0.7527,0.02368
245.3666667,1.0155,0.02169
245.3333333,1.935375,0.02026
245.3,1.42215,0.01772
245.2666667,1.415166667,0.01221
245.2333333,1.41795,0.01202
245.2,1.4109,0.01182
245.1666667,1.41675,0.01156
245.1333333,1.2195,0.01123
245.1,0.421333333,0.01115
245.0666667,0.4182,0.01194
245.0333333,0.41475,0.01106
245,0.41475,0.0097
244.6,0.419166667,0.00865
244.2,0.4167,0.00691
243.8,0.412333333,0.00705
243.4,0.4149,0.005843
